sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B017R6F0VI,smart_switch,Electronics,,TP-Link Jetstream 24-Port Gigabit Smart Switch with 4 SFP Slots,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: T1600G-28TS | description: Gigabit Ethernet connections on all ports provide full speed of data transferring L2+ Feature-Static Routing, helps route internal traffic for more efficient use of network resources Integrated security strategy including 802.1Q VLAN, Port Security and Storm control help protect LAN area investment L2/L3/L4 QoS and IGMP snooping optimize voice and video applications IPv6 support with dual IPv4/IPv6 stack, MLD snoopi… | details: Brand TP-Link Compatible Devices Desktop Control Method Voice Date First Available January 12, 2016 Frequency Band Class Dual-Band Is Discontinued By Ma",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,62d0a6aa964643d8fe5849c23b771df16b3adc95f5b4645329a6e50554be354b
recovery_candidate,B00XN0UEXW,smart_switch,Electronics,Computers,TRENDnet Home Smart Switch with Wi-Fi AC750 Extender (THA-103AC),Electronics Computers & Accessories Networking Products Repeaters,"categories: Electronics Computers & Accessories Networking Products Repeaters | features: …pp-based setup Turn a device on/off from any mobile internet connection Create a weekly on/off schedule AC750 extender: connects to either a Wi-Fi AC or N router AC750 extender: broadcasts concurrent Wi-Fi AC433 and N300 networks Requires a home wireless network Free iOS and Android app | description: TRENDnet's Home Smart Switch with Wi-Fi AC Extender, model THA-103AC, is a combination smart electrical outlet and powerful AC750 wireless extender. Use the free Apple or Android mobile app from any internet connection to turn on and off a light, fan, electronic device, or appliance. Create a daily schedu",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:required_target_context_absent,multi-type conflict|required_target_context_absent,title|features|description,switch,smart_near_switch|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,665d8ad4758f547b641220083adc4cf4a9d0c9dc7f25faddf8d9610419ace2a7
recovery_candidate,B00358PJ28,smart_switch,Electronics,All Electronics,Netgear Prosafe GS716T-200 16-port Gigabit Smart Switch,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | description: The Netgear ProSafe 16-Port Gigabit Smart Switch comes with a comprehensive set of features, such as access control lists (ACL), 802.1x port authentication, enhanced QoS, rate limiting and IGMP snooping among others to provide a small and medium-sized business with a network that is geared for growth while ensuring performance and reliability. The GS716T-200 and GS724T-300 are fanless switches with silent operation f… | details: Best Sellers Rank Computer Networking Switches 4503 Date First Available January 20, 2010 Department 13983751 Is Discontinued By Manufacturer No Item Weight 5.64 pounds Item m",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,67593b2b800e35339638e5511144a3f3a93650d35e3a02218e1929cc1891c089
recovery_candidate,B0BCF3QT1N,smart_switch,Electronics,All Electronics,"Projector with WiFi and Bluetooth, 5G WiFi Mini Projector, Native1080P Portable Outdoor Projector with Remote Control, 9000L Movie Projector Compatible with Smartphone/TV Stick/PS4/Laptop/Switch",Electronics Video Projectors,"categories: Electronics Video Projectors | features: 【2.4G&5G WiFi Connection & Mini Projector】- With latest dual-band 2.4G and 5G WiFi Connection, Pericat wifi projector offers you a more stable connection and lag-free online video, music enjoyment.This mini projector is only 5.5”x4.7”x2” (1lb), almost the size of your smart phone, you can easily put this mini projector in your handbag, backpack, or suitcase, Whether you are watching movies, or enjoy sports livestream… | details: Best Sellers Rank Video Projectors 5595 Brand Pericat Brand Name Pericat Color Mini Color Name Mini Date First Available September 29, 2022 Form Factor Portable Is Discontinued By Manufacturer No Item Dimensions Lx",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|features,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,6777b1b8a9c3ef365218fbe7d18fd2d7b065bb69c59fcbd27388e7fd19bc9874
recovery_candidate,B09R6Y5TTK,smart_switch,Electronics,All Electronics,"gofanco 4K 3x1 HDMI 2.0 Switch with Voice Control – 4K @60Hz 4:4:4, Supports Dolby Vision, HDR10, HDMI 2.0, HDCP 2.2/1.4, 18Gbps, CEC, 7.1ch Audio, Voice & App Control, 3 Port (Switch3P-HD20)",Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes,"categories: Electronics Home Audio Home Audio Accessories Distribution Selector Switch Boxes | features: ✔ 3-PORT HDMI SWITCH – Allows 3 HDMI source devices to be switched/routed to 1 display without signal degradation. Supports up to 4K @60Hz YUV 4:4:4, HDR10, 18Gbps bandwidth, HDMI 2.0, HDCP 2.2/1.4 ✔ SWITCHING/CONTROL – Switch button, IR remote, app, and compatible with Alexa voice control ✔ AUDIO FORMATS – Supports Dolby Digital, DTS, LPCM and digital 7.1 channel audio ✔ ADVANCED FEATURES – Supports CEC pass-through… | details: …co Cable Type HDMI Connector Type HDMI Country of Origin China Date First Available January 25, 2022 Item Weight 10.8 ounces Item model number Switch3P-HD20 Manu",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:port,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title|categories|features,switch,alexa|app control|voice control,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,67e6cf158d2f6b71cad4038d2710ec074bd25bce060ff7b2e7762332c24bb975
recovery_candidate,B0BM4XM21C,smart_switch,Home_and_Kitchen,Amazon Home,"ALANAS Digital Alarm Clocks with Temperature and Humidity Display, Dual Alarm with Snooze, Nature Sound, Built in Rechargeable Battery, Full Range Dimmer Clocks for Bedroom",Home & Kitchen Home Décor Products Clocks Alarm Clocks,"categories: Home & Kitchen Home Décor Products Clocks Alarm Clocks | features: … blue digit display, time is easy to see. The temperature and humidity display allows you to know the indoor environment at any time. 12/24hour switch. Rechargeable Battery Backup: Built in 2200mHA rechargeable battery, the alarm clock can be operated by plug in outlet or the rechargeable battery. The clock can work 20-24hours per full charged. Dual Alarm with Nature Sound Ringtones: Dual alarm contains, each set ala… | details: Age Range (Description) Kid Alarm Clock Yes Are Batteries Included Yes Batteries 1 Lithium Ion batteries required. (included) Best Sellers Rank Alarm Clocks 666 Home & Kitchen 244283 Bran",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|multi-type conflict|smart_evidence_not_in_title_or_categories,title|features,dimmer|switch,voice control,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,68a95aace1664c2b72815b21f056dd392d75e070b4d4c179d8625619968f3885
recovery_candidate,B08FZKF3R1,smart_switch,Electronics,All Electronics,"Switch Always On - Smart IoT DC Micro UPS, 125VA/50W, 4 DC Ports (5V and 12V), 37,000 mWhr Lithium-ion Battery, Power Outage Protection, Remote Power Cycling, Mobile Alerts",Electronics Computers & Accessories Computer Accessories & Peripherals Uninterruptible Power Supply (UPS),"categories: Electronics Computers & Accessories Computer Accessories & Peripherals Uninterruptible Power Supply (UPS) | details: …c batteries required. (included) Battery Cell Composition Lithium Ion Best Sellers Rank Computer Uninterruptible Power Supply Units 2442 Brand Switch Always On Color White Country of Origin Taiwan Date First Available October 19, 2020 Item Dimensions LxWxH 6.5 x 4.8 x 1.7 inches Item Weight 2 pounds Manufacturer Smart Charging Technologies Product Dimensions 6.5 x 4.8 x 1.7 inches Voltage 12 Volts",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:power supply,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title|store|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,6981b5e8051a82ecdd40c4fc1b7532e66f834bd4363805d4dede4ceb4a2bca0e
recovery_candidate,B0002K6XNQ,smart_switch,Electronics,All Electronics,"TRENDnet 48-Port 10/100 Mbps Web Smart Switch, Gigabit Uplink Ports, SFP, 17.6 Gbps Switching Capacity, Fanless, Rack Mountable, Lifetime Protection, TEG-2248WS",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: 48 x 10/100 Mbps ports 4 x Gigabit ports and 2 x shared SFP slots 17.6 Gbps switching capacity Advanced Web Smart management support Fanless design reduces energy consumption and operating noise Rack mountable Lifetime TRENDnet Manufacturer’s Warranty | description: TRENDnet’s fanless 48-Port 10/100 Mbps Web Smart Switch, model TEG-2248WS, offers 48 x 10/100 Mbps ports, 4 x Gigabit ports, 2 x shared SFP slots, and a 17.6 Gbps switching capacity. This IPv6 ready switch offers advanced traffic management, troubleshooting, access control, energy saving GREENnet, and monitoring features at a reduced cost.",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,69e15a46a3d1b2d543d2593a44bab95c645a20ae01c6f4c577b88c85f397059a
recovery_candidate,B07JMW9H4K,smart_switch,Electronics,All Electronics,True 1080P Hidden Camera Clock Wireless Spy Cameras HD WiFi Secret Covert Nanny Cam Home Office Surveillance Security Cams Enhanced Night Vision 12/24 Hour Switch Motion Detection Alert,Electronics Camera & Photo Video Surveillance Surveillance Cameras Hidden Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Hidden Cameras | features: …ext the hidden camera clock will record HD videos to SD card automatically. 【Live Stream Videos on APP】 Connect wireless spy camera clock to your router WIFI, next you can remotely view live videos via Phone app (support Android, iPhone system); You can also remotely playback, download and delete video files on app. 【Stronger Night Vision】 The Security camera clock has 5 high-power invisible infrared lights, you can … | description: …rger or portable power bank if you want 24/7 monitoring. 4. It’s not alarm clock, the time will be synced with phone time automatically after the spy camer",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|features|description|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,6b227d4e6cddb2b2bc9cf0a63013dd9f0a636192f675da1677eb3257b68411a5
recovery_candidate,B09F5MKW63,smart_switch,Electronics,Computers,NETGEAR Switch Switch Smart MANAGEABLE Plus,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: RESEAU | description: SWITCH NETGEAR SWITCH SMART MANAGEABLE PLUS | details: Brand NETGEAR Compatible Devices Desktop Date First Available October 17, 2017 Included Components 1 product Is Discontinued By Manufacturer No Item Dimensions LxWxH 6.34 x 1.06 x 7.87 inches Item Weight 13 ounces Item model number GS908E-100PES Manufacturer Netgear Number of Ports 8 Product Dimensions 6.34 x 1.06 x 7.87 inches",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,6b41277837ff9e2c12fafbd58785fcaeaacb003c13994e82a82b6fbae5a2ce75
recovery_candidate,B01F5LWSS0,smart_switch,Electronics,Computers,"Acer Aspire Switch 12 S 2-n-1, 12.5"" Full HD Touch, Intel Core m5, 8GB Memory, 32GB Storage, Windows 10 Home, SW7-272-M3UK",Electronics Computers & Accessories Computers & Tablets,"categories: Electronics Computers & Accessories Computers & Tablets | features: Intel Core m5-6Y54 Processor 1.1GHz (Up to 2.7GHz) 12.5"" Full HD Touchscreen (1920 x 1080), Intel HD Graphics 515 8GB LPDDR3 Memory, 32GB Storage, No Optical Drive Thunderbolt 3 (Full USB 3.1 Type C) Port Windows 10 Home, Up to 8-hours Battery Life | description: Acer Aspire Switch 12 S SW7-272-M3UK 2-in-1 comes with these high level specs: Intel Core m5-6Y54 Processor 1.1GHz with Turbo Boost Technology up to 2.7GHz, Windows 10 Home, 12.5"" Full HD 1920 x 1080 resolution LED-backlit IPS (In-Plane Switching) technology with integrated 10-point screen, supporting finger touch and image auto rotation (16:9 aspect rat",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|description,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,6c7f0abc4ae20a4290e58787dc11b21dcce04e796906f181c61f0f93c69cdcf2
